365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,297,298,298,298,298,298,298,298,299,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,297,278,319,319,319,319,319,319,319,277,298,298,299,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,297,298,278,319,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,297,298,278,319,319,319,319,319,319,319,479,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,318,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,318,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,297,298,298,298,278,319,319,319,319,319,319,319,478,319,319,319,319,319,319,256,341,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,297,278,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,318,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,478,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,318,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,318,319,319,319,319,319,319,319,319,478,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,339,340,257,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,256,340,341,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,318,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,320,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,339,257,319,319,319,319,319,319,319,319,319,319,319,319,256,340,341,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,339,340,257,319,319,319,319,319,319,319,319,319,256,341,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,339,340,340,340,340,340,340,340,340,340,341,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
